YEAR,DATANUM,SERIAL,HHWT,STATEFIP,COUNTY,GQ,PERNUM,PERWT,AGE,SEX,EDUC,EDUCD,DEGFIELD,DEGFIELDD,OCC,INCTOT
2010,1,1378038,9185.08,55,0,1,1,9185.08,37,1,6,61,0,0,9200,72000
2010,1,1378038,9185.08,55,0,1,2,6245.85,40,2,7,71,0,0,4510,42300
2010,1,1378160,3918.97,55,0,1,1,4041.43,48,1,7,71,0,0,205,25000
2010,1,1378283,50701.62,55,0,1,1,50824.09,28,1,7,71,0,0,2340,40000
2010,1,1378283,50701.62,55,0,1,2,10532.22,29,2,7,71,0,0,3600,6000
2010,1,1378405,14818.59,55,0,1,1,14818.59,60,2,6,63,0,0,136,160100
2010,1,1378405,14818.59,55,0,1,2,15430.93,60,1,11,115,55,5507,3060,301300
2010,1,1378528,15308.46,55,0,1,1,15185.99,39,2,6,63,0,0,5110,27500
2010,1,1378528,15308.46,55,0,1,2,12859.11,44,1,6,63,0,0,9620,28100
2010,1,1378528,15308.46,55,0,1,3,18370.15,16,1,4,40,0,0,0,0
2010,1,1378528,15308.46,55,0,1,4,13961.32,15,2,3,30,0,0,0,0
2010,1,1378650,13348.98,55,1010,1,1,13226.51,43,1,10,101,62,6201,800,129510
2010,1,1378650,13348.98,55,1010,1,2,12859.11,39,2,6,63,0,0,4510,9900
2010,1,1378650,13348.98,55,1010,1,3,11879.36,1,1,0,1,0,0,0,NA
2010,1,1378650,13348.98,55,1010,1,4,13471.44,8,1,1,15,0,0,0,NA
2010,1,1378650,13348.98,55,1010,1,5,13471.44,7,1,1,12,0,0,0,NA
2010,1,1378773,3551.56,55,0,1,1,3551.56,26,2,10,101,19,1902,2310,10000
2010,1,1378773,3551.56,55,0,1,2,5143.64,27,1,6,64,0,0,9620,24100
2010,1,1378895,46537.72,55,0,1,1,46415.25,22,1,7,71,0,0,4720,5000
2010,1,1378895,46537.72,55,0,1,2,72745.8,23,1,7,71,0,0,4060,7500
2010,1,1378895,46537.72,55,0,1,3,48619.67,21,2,7,71,0,0,2750,2600
2010,1,1379140,3551.56,55,0,1,1,3551.56,55,1,6,63,0,0,205,25200
2010,1,1379262,7470.53,55,0,1,1,7470.53,86,2,6,63,0,0,0,15710
2010,1,1379385,4776.24,55,0,1,1,4653.77,40,1,11,114,50,5002,1610,48200
2010,1,1379385,4776.24,55,0,1,2,4531.3,33,2,11,114,36,3600,7700,52000
2010,1,1379507,5633.51,55,0,1,1,5633.51,77,1,2,25,0,0,6130,14040
2010,1,1379507,5633.51,55,0,1,2,3061.69,73,2,5,50,0,0,0,11420
2010,1,1379630,9307.54,55,0,3,1,9307.54,81,2,7,71,0,0,0,11540
2010,1,1379752,11511.96,55,0,1,1,11511.96,38,1,6,63,0,0,9130,9100
2010,1,1379752,11511.96,55,0,1,2,11389.49,67,1,7,71,0,0,565,14820
2010,1,1379875,10777.16,55,1050,1,1,10777.16,38,1,7,71,0,0,8030,65000
2010,1,1379875,10777.16,55,1050,1,2,9674.95,41,2,8,81,0,0,5120,31000
2010,1,1379875,10777.16,55,1050,1,3,7103.13,22,2,6,65,0,0,3600,15400
2010,1,1379875,10777.16,55,1050,1,4,8572.74,2,1,0,1,0,0,0,NA
2010,1,1380120,10654.69,55,0,1,1,10654.69,47,1,10,101,40,4000,3850,45000
2010,1,1380120,10654.69,55,0,1,2,5511.05,45,2,10,101,53,5301,630,20000
2010,1,1380120,10654.69,55,0,1,3,8450.27,23,2,7,71,0,0,4110,3000
2010,1,1380242,7715.46,55,0,1,1,7715.46,59,1,11,114,62,6207,120,305100
2010,1,1380242,7715.46,55,0,1,2,8205.33,58,2,6,65,0,0,5400,0
2010,1,1380487,6735.72,55,0,1,1,6735.72,78,2,6,63,0,0,0,8900
2010,1,1380610,5755.98,55,0,1,1,5755.98,86,2,6,64,0,0,0,12300
2010,1,1380610,5755.98,55,0,1,2,2449.35,68,2,6,63,0,0,205,1800
2010,1,1380610,5755.98,55,0,1,3,2571.82,56,1,6,63,0,0,9920,0
2010,1,1380732,36617.84,55,250,1,1,36617.84,27,1,10,101,62,6201,800,50200
2010,1,1380732,36617.84,55,250,1,2,38944.72,27,2,11,114,36,3609,3600,80000
2010,1,1380855,10532.22,55,0,3,1,10532.22,21,1,6,64,0,0,8300,100
2010,1,1380977,18492.62,55,90,1,1,18492.62,76,1,6,63,0,0,0,170000
2010,1,1380977,18492.62,55,90,1,2,23758.73,76,2,6,65,0,0,0,165500
2010,1,1381099,25963.15,55,0,1,1,25963.15,51,2,6,65,0,0,0,750
2010,1,1381222,19472.36,55,0,1,1,19472.36,32,2,10,101,62,6203,2160,2200
2010,1,1381222,19472.36,55,0,1,2,3429.1,10,2,1,17,0,0,0,NA
2010,1,1381222,19472.36,55,0,1,3,3184.16,7,2,1,14,0,0,0,NA
2010,1,1381344,10409.75,55,0,1,1,10532.22,34,2,10,101,50,5003,2200,11000
2010,1,1381344,10409.75,55,0,1,2,13838.85,34,1,10,101,60,6000,8760,28000
2010,1,1381344,10409.75,55,0,1,3,13348.98,3,2,0,2,0,0,0,NA
2010,1,1381589,2939.22,55,0,1,1,2939.22,85,2,6,63,0,0,0,13700
2010,1,1381712,16778.07,55,0,1,1,16778.07,67,2,6,63,0,0,8320,42400
2010,1,1381834,17880.28,55,0,1,1,17880.28,61,1,6,63,0,0,4700,50600
2010,1,1381834,17880.28,55,0,1,2,19839.76,61,2,6,63,0,0,3510,28400
2010,1,1381957,8327.8,55,250,1,1,8327.8,54,1,8,81,0,0,6050,36000
2010,1,1381957,8327.8,55,250,1,2,9430.01,42,2,6,65,0,0,5860,32000
2010,1,1381957,8327.8,55,250,1,3,8572.74,14,1,3,30,0,0,0,NA
2010,1,1382079,12124.3,55,0,3,1,12124.3,41,1,8,81,0,0,4700,35000
2010,1,1382202,3551.56,55,730,1,1,3674.03,50,1,8,81,0,0,9130,12000
2010,1,1382202,3551.56,55,730,1,2,3551.56,49,2,8,81,0,0,3255,54000
2010,1,1382324,10899.62,55,0,1,1,10899.62,57,1,8,81,0,0,8740,62500
2010,1,1382324,10899.62,55,0,1,2,10287.29,55,2,11,114,54,5404,135,58200
2010,1,1382447,2694.29,55,0,1,1,2816.76,44,2,4,40,0,0,4020,8000
2010,1,1382447,2694.29,55,0,1,2,2326.89,17,2,5,50,0,0,0,0
2010,1,1382569,12246.77,55,250,1,1,12124.3,64,1,11,114,55,5504,1007,73000
2010,1,1382569,12246.77,55,250,1,2,4653.77,61,2,10,101,60,6000,0,30700
2010,1,1382692,13593.91,55,0,1,1,13716.38,54,2,7,71,0,0,9000,26400
2010,1,1382692,13593.91,55,0,1,2,15430.93,58,1,6,63,0,0,9620,55000
2010,1,1382692,13593.91,55,0,1,3,15553.4,29,2,7,71,0,0,4110,13400
2010,1,1382814,11144.56,55,0,1,1,11144.56,40,1,6,63,0,0,8000,60000
2010,1,1382814,11144.56,55,0,1,2,12369.24,50,2,7,71,0,0,4810,30000
2010,1,1382937,4286.37,55,0,1,1,4408.84,44,2,6,63,0,0,4810,40000
2010,1,1382937,4286.37,55,0,1,2,4041.43,53,1,10,101,62,6200,4810,50000
2010,1,1382937,4286.37,55,0,1,3,4408.84,14,1,2,26,0,0,0,NA
2010,1,1382937,4286.37,55,0,1,4,4041.43,12,2,2,23,0,0,0,NA
2010,1,1383181,10899.62,55,0,1,1,11022.09,59,1,6,64,0,0,3930,25400
2010,1,1383181,10899.62,55,0,1,2,12124.3,57,2,5,50,0,0,5110,24000
2010,1,1383181,10899.62,55,0,1,3,18247.68,32,2,6,63,0,0,4140,12100
2010,1,1383304,9919.88,55,0,1,1,10042.35,44,1,7,71,0,0,2000,20000
2010,1,1383304,9919.88,55,0,1,2,8940.14,43,2,8,81,0,0,2430,32000
2010,1,1383304,9919.88,55,0,1,3,14696.12,19,1,7,71,0,0,0,0
2010,1,1383426,50701.62,55,630,1,1,50824.09,46,1,11,116,36,3600,1820,85500
2010,1,1383426,50701.62,55,630,1,2,36617.84,44,2,10,101,34,3402,0,0
2010,1,1383426,50701.62,55,630,1,3,24371.07,15,1,3,30,0,0,0,0
2010,1,1383426,50701.62,55,630,1,4,55110.46,6,2,1,12,0,0,0,NA
2010,1,1383549,4653.77,55,0,1,1,4653.77,49,1,6,65,0,0,530,83000
2010,1,1383549,4653.77,55,0,1,2,4041.43,47,2,6,63,0,0,5700,28600
2010,1,1383671,11756.9,55,0,1,1,11756.9,64,1,6,63,0,0,9600,30000
2010,1,1383671,11756.9,55,0,1,2,14573.65,66,2,6,65,0,0,8320,38500
2010,1,1383671,11756.9,55,0,1,3,18002.75,85,2,7,71,0,0,0,18500
2010,1,1383794,7715.46,55,0,1,1,7715.46,36,2,2,23,0,0,4620,16600
2010,1,1383794,7715.46,55,0,1,2,11511.96,18,2,6,63,0,0,4110,12000
2010,1,1383794,7715.46,55,0,1,3,3306.63,15,2,3,30,0,0,0,0
2010,1,1383794,7715.46,55,0,1,4,7470.53,11,1,1,17,0,0,0,NA
2010,1,1383794,7715.46,55,0,1,5,3306.63,9,2,1,16,0,0,0,NA
2010,1,1383794,7715.46,55,0,1,6,6245.85,2,2,0,1,0,0,0,NA
2010,1,1383916,21799.25,55,0,1,1,21799.25,70,1,5,50,0,0,0,21000
2010,1,1383916,21799.25,55,0,1,2,18860.02,68,2,6,63,0,0,4010,12400
2010,1,1384039,3061.69,55,0,1,1,3061.69,50,1,6,63,0,0,8140,36300
2010,1,1384039,3061.69,55,0,1,2,5021.17,48,2,6,63,0,0,5240,24000
2010,1,1384161,17757.81,55,590,1,1,17757.81,37,1,11,114,54,5401,425,60000
2010,1,1384161,17757.81,55,590,1,2,16410.67,36,2,11,114,21,2100,2310,37000
2010,1,1384161,17757.81,55,590,1,3,17023.01,14,2,2,25,0,0,0,NA
2010,1,1384161,17757.81,55,590,1,4,23146.39,11,1,2,22,0,0,0,NA
2010,1,1384161,17757.81,55,590,1,5,17267.94,5,2,0,2,0,0,0,NA
2010,1,1384284,4286.37,55,0,1,1,4286.37,86,1,7,71,0,0,0,14800
2010,1,1384284,4286.37,55,0,1,2,5388.58,83,2,6,61,0,0,0,6600
2010,1,1384406,10164.82,55,0,1,1,10164.82,51,1,6,63,0,0,9130,25000
2010,1,1384406,10164.82,55,0,1,2,9062.61,23,2,6,63,0,0,4030,9600
2010,1,1384406,10164.82,55,0,1,3,8817.67,22,1,6,63,0,0,4700,10400
2010,1,1384406,10164.82,55,0,1,4,10164.82,10,2,1,17,0,0,0,NA
2010,1,1384529,16778.07,55,0,1,1,16900.54,62,1,6,63,0,0,5610,45800
2010,1,1384651,3918.97,55,0,1,1,3918.97,33,2,6,65,0,0,4700,22780
2010,1,1384651,3918.97,55,0,1,2,4531.3,34,1,6,64,0,0,6840,32100
2010,1,1384651,3918.97,55,0,1,3,5388.58,7,1,1,14,0,0,0,NA
2010,1,1384651,3918.97,55,0,1,4,1959.48,4,2,1,11,0,0,0,NA
2010,1,1384774,12981.57,55,0,1,1,12981.57,35,2,10,101,23,2312,0,0
2010,1,1384774,12981.57,55,0,1,2,13104.04,37,1,10,101,62,6203,4800,95000
2010,1,1384774,12981.57,55,0,1,3,12124.3,9,2,1,15,0,0,0,NA
2010,1,1384774,12981.57,55,0,1,4,12124.3,7,2,1,14,0,0,0,NA
2010,1,1384774,12981.57,55,0,1,5,15920.8,4,1,0,2,0,0,0,NA
2010,1,1384774,12981.57,55,0,1,6,11756.9,3,2,0,2,0,0,0,NA
2010,1,1384896,16288.2,55,630,1,1,16288.2,28,2,8,81,0,0,2630,24000
2010,1,1384896,16288.2,55,630,1,2,21676.78,27,1,6,63,0,0,6050,3500
2010,1,1385018,21431.84,55,0,1,1,21554.31,35,1,6,63,0,0,4760,10500
2010,1,1385018,21431.84,55,0,1,2,33678.61,72,2,6,63,0,0,0,13000
2010,1,1385141,8940.14,55,0,1,1,8940.14,69,1,6,63,0,0,4220,41100
2010,1,1385141,8940.14,55,0,1,2,7715.46,69,2,6,63,0,0,5120,10300
2010,1,1385263,18982.49,55,0,1,1,18982.49,44,2,10,101,53,5301,3850,78000
2010,1,1385263,18982.49,55,0,1,2,14696.12,47,1,7,71,0,0,3850,70000
2010,1,1385263,18982.49,55,0,1,3,21064.44,15,2,2,26,0,0,0,0
2010,1,1385386,15798.33,55,0,1,1,15798.33,87,2,6,63,0,0,0,21604
2010,1,1385508,40046.93,55,0,1,1,40169.4,55,2,8,81,0,0,0,0
2010,1,1385508,40046.93,55,0,1,2,35148.22,46,1,8,81,0,0,1020,68000
2010,1,1385631,4776.24,55,0,1,1,4776.24,47,1,7,71,0,0,8100,33000
2010,1,1385876,14328.72,55,730,1,1,14328.72,35,1,10,101,23,2304,7700,51100
2010,1,1385876,14328.72,55,730,1,2,17023.01,31,2,10,101,52,5200,2000,40000
2010,1,1385998,2326.89,55,0,1,1,2449.35,25,1,6,63,0,0,8256,40800
2010,1,1385998,2326.89,55,0,1,2,3551.56,24,2,6,63,0,0,3655,20000
2010,1,1386243,23758.73,55,0,1,1,23758.73,54,1,7,71,0,0,4700,31000
2010,1,1386366,2204.42,55,0,1,1,2204.42,60,2,11,114,61,6102,3230,39080
2010,1,1386488,13471.44,55,0,1,1,13471.44,63,1,8,81,0,0,0,13200
2010,1,1386611,13104.04,55,90,1,1,12981.57,53,2,8,81,0,0,7010,40000
2010,1,1386611,13104.04,55,90,1,2,11634.43,22,1,7,71,0,0,4720,530
2010,1,1386733,4776.24,55,0,1,1,4776.24,86,2,6,65,0,0,0,17480
2010,1,1386978,17635.35,55,250,1,1,17635.35,60,2,11,114,48,4801,2850,50100
2010,1,1387100,2939.22,55,1010,1,1,2939.22,58,2,11,114,52,5200,5240,16520
2010,1,1387100,2939.22,55,1010,1,2,4041.43,55,1,11,114,23,2300,4850,128400
2010,1,1387223,5021.17,55,0,1,1,5021.17,65,2,6,65,0,0,0,9100
2010,1,1387223,5021.17,55,0,1,2,5388.58,54,1,6,65,0,0,4930,70000
2010,1,1387345,5143.64,55,0,1,1,5143.64,74,2,11,114,23,2304,0,42000
2010,1,1387468,6000.92,55,0,1,1,6123.38,56,1,10,101,21,2101,205,70000
2010,1,1387468,6000.92,55,0,1,2,4163.9,57,2,11,114,23,2304,2310,54000
2010,1,1387468,6000.92,55,0,1,3,4408.84,28,1,10,101,64,6402,6050,4500
2010,1,1387468,6000.92,55,0,1,4,6245.85,19,1,6,63,0,0,0,0
2010,1,1387590,24248.6,55,0,1,1,24248.6,49,1,6,63,0,0,7200,52200
2010,1,1387590,24248.6,55,0,1,2,21554.31,47,2,8,81,0,0,4800,42200
2010,1,1387713,22411.59,55,0,1,1,22289.12,81,2,7,71,0,0,0,24000
2010,1,1387958,10164.82,55,0,1,1,10164.82,52,1,11,116,50,5003,4040,6000
2010,1,1387958,10164.82,55,0,1,2,9430.01,49,2,10,101,61,6107,2310,10000
2010,1,1387958,10164.82,55,0,1,3,8572.74,21,2,8,81,0,0,8800,28000
2010,1,1387958,10164.82,55,0,1,4,7348.06,17,1,4,40,0,0,4140,1540
2010,1,1387958,10164.82,55,0,1,5,6980.66,15,1,2,26,0,0,0,0
2010,1,1387958,10164.82,55,0,1,6,8450.27,12,1,2,23,0,0,0,NA
2010,1,1387958,10164.82,55,0,1,7,9062.61,8,2,1,14,0,0,0,NA
2010,1,1388080,3918.97,55,0,1,1,3796.5,53,1,6,63,0,0,4220,35300
2010,1,1388080,3918.97,55,0,1,2,3429.1,50,2,7,71,0,0,3645,29400
2010,1,1388080,3918.97,55,0,1,3,3551.56,19,1,6,65,0,0,0,0
2010,1,1388203,13716.38,55,0,1,1,13716.38,45,1,10,101,50,5003,430,50000
2010,1,1388325,3184.16,55,0,1,1,3184.16,45,1,6,63,0,0,6440,48900
2010,1,1388325,3184.16,55,0,1,2,2939.22,52,2,6,63,0,0,9620,18400
2010,1,1388448,11022.09,55,1010,1,1,11022.09,39,2,6,65,0,0,5700,40000
2010,1,1388448,11022.09,55,1010,1,2,11756.9,41,1,6,65,0,0,7000,40000
2010,1,1388448,11022.09,55,1010,1,3,17757.81,12,2,2,23,0,0,0,NA
2010,1,1388448,11022.09,55,1010,1,4,11879.36,10,1,1,17,0,0,0,NA
2010,1,1388448,11022.09,55,1010,1,5,12001.83,8,1,1,15,0,0,0,NA
2010,1,1388448,11022.09,55,1010,1,6,11879.36,6,1,1,12,0,0,0,NA
2010,1,1388448,11022.09,55,1010,1,7,10777.16,4,1,0,2,0,0,0,NA
2010,1,1388448,11022.09,55,1010,1,8,10287.29,2,2,0,1,0,0,0,NA
2010,1,1388570,11634.43,55,0,1,1,11756.9,81,1,6,63,0,0,0,24200
2010,1,1388570,11634.43,55,0,1,2,9919.88,54,1,6,65,0,0,9920,0
2010,1,1388692,16043.27,55,0,1,1,16043.27,68,1,11,116,50,5003,0,111000
2010,1,1388815,17635.35,55,590,1,1,17757.81,32,1,6,65,0,0,7210,14400
2010,1,1388937,12124.3,55,0,1,1,12124.3,49,1,5,50,0,0,6600,15000
2010,1,1389060,6368.32,55,0,1,1,6368.32,51,2,6,63,0,0,5700,48000
2010,1,1389060,6368.32,55,0,1,2,7225.59,38,1,6,63,0,0,9620,24600
2010,1,1389182,142307.44,55,90,1,1,142184.98,35,1,6,63,0,0,8965,130000
2010,1,1389305,18002.75,55,630,1,1,18002.75,26,1,10,101,62,6207,850,40000
2010,1,1389305,18002.75,55,630,1,2,24616,25,2,10,101,60,6002,4700,25000
2010,1,1389427,5388.58,55,0,1,1,5511.05,55,1,0,2,0,0,8010,32000
2010,1,1389427,5388.58,55,0,1,2,3061.69,30,1,6,64,0,0,300,95000
2010,1,1389550,4408.84,55,0,1,1,4286.37,39,1,6,65,0,0,8100,98400
2010,1,1389550,4408.84,55,0,1,2,5388.58,28,1,6,63,0,0,6260,45000
2010,1,1389672,30861.86,55,0,1,1,30739.39,23,2,6,64,0,0,4510,21000
2010,1,1389672,30861.86,55,0,1,2,40414.33,10,1,1,14,0,0,0,NA
2010,1,1389672,30861.86,55,0,1,3,40169.4,7,1,1,14,0,0,0,NA
2010,1,1389672,30861.86,55,0,1,4,37230.17,4,1,0,2,0,0,0,NA
2010,1,1389795,16533.14,55,250,1,1,16533.14,56,1,6,63,0,0,6420,24000
2010,1,1389795,16533.14,55,250,1,2,16288.2,58,2,6,63,0,0,1410,400
2010,1,1390040,6123.38,55,0,3,1,6123.38,60,2,6,63,0,0,0,0
2010,1,1390162,38209.92,55,0,1,1,38209.92,69,2,10,101,23,2399,0,7800
2010,1,1390407,3551.56,55,0,1,1,3429.1,61,1,6,63,0,0,9130,47000
2010,1,1390407,3551.56,55,0,1,2,2694.29,49,2,6,63,0,0,5840,17000
2010,1,1390530,12491.7,55,0,3,1,12491.7,60,1,6,63,0,0,0,0
2010,1,1390652,5266.11,55,0,1,1,5143.64,73,1,6,63,0,0,0,25240
2010,1,1390652,5266.11,55,0,1,2,4163.9,69,2,6,63,0,0,5860,6100
2010,1,1390774,9552.48,55,730,1,1,9552.48,57,2,8,81,0,0,5700,37500
2010,1,1390774,9552.48,55,730,1,2,9674.95,50,1,6,63,0,0,10,50000
2010,1,1390897,5021.17,55,0,1,1,5143.64,39,1,7,71,0,0,1600,32000
2010,1,1391019,16165.73,55,1170,1,1,16165.73,32,1,10,101,62,6206,850,90000
2010,1,1391019,16165.73,55,1170,1,2,28290.03,29,2,10,101,23,2304,2310,36000
2010,1,1391019,16165.73,55,1170,1,3,15553.4,4,2,0,2,0,0,0,NA
2010,1,1391019,16165.73,55,1170,1,4,12369.24,2,1,0,1,0,0,0,NA
2010,1,1391019,16165.73,55,1170,1,5,12369.24,0,1,0,1,0,0,0,NA
2010,1,1391142,15185.99,55,0,1,1,15063.52,46,2,10,101,54,5403,5120,14120
2010,1,1391142,15185.99,55,0,1,2,11879.36,45,1,7,71,0,0,6200,20020
2010,1,1391142,15185.99,55,0,1,3,11267.03,8,2,1,15,0,0,0,NA
2010,1,1391142,15185.99,55,0,1,4,11511.96,7,2,1,12,0,0,0,NA
2010,1,1391264,4286.37,55,250,1,1,4286.37,59,1,7,71,0,0,9130,70300
2010,1,1391264,4286.37,55,250,1,2,4163.9,59,2,6,63,0,0,136,43100
2010,1,1391387,32453.94,55,0,1,1,32576.4,43,2,10,101,50,5098,630,102000
2010,1,1391387,32453.94,55,0,1,2,44578.24,16,2,4,40,0,0,5420,1300
2010,1,1391387,32453.94,55,0,1,3,25350.81,14,1,2,26,0,0,0,NA
2010,1,1391509,4408.84,55,0,1,1,4408.84,56,1,10,101,13,1303,5560,17080
2010,1,1391509,4408.84,55,0,1,2,5633.51,50,2,10,101,62,6207,5550,25450
2010,1,1391632,17390.41,55,0,1,1,17512.88,53,1,11,115,62,6207,4840,10000
2010,1,1391754,2694.29,55,0,1,1,2571.82,55,1,7,71,0,0,9120,18100
2010,1,1391754,2694.29,55,0,1,2,2204.42,50,2,7,71,0,0,5240,25100
2010,1,1391754,2694.29,55,0,1,3,3061.69,17,1,4,40,0,0,0,0
2010,1,1391877,12246.77,55,1010,1,1,12246.77,56,2,6,63,0,0,4230,19700
2010,1,1391877,12246.77,55,1010,1,2,22778.99,33,1,6,63,0,0,9620,23200
2010,1,1391999,3796.5,55,0,1,1,3674.03,58,1,6,63,0,0,6440,31600
2010,1,1391999,3796.5,55,0,1,2,3551.56,57,2,11,114,23,2310,2310,67000
2010,1,1392122,15430.93,55,0,1,1,15553.4,36,1,7,71,0,0,2630,55020
2010,1,1392122,15430.93,55,0,1,2,15063.52,38,2,10,101,62,6200,5700,53000
2010,1,1392122,15430.93,55,0,1,3,15920.8,6,1,1,11,0,0,0,NA
2010,1,1392122,15430.93,55,0,1,4,19349.89,3,2,0,2,0,0,0,NA
2010,1,1392244,14573.65,55,0,1,1,14573.65,59,1,8,81,0,0,6355,40000
2010,1,1392244,14573.65,55,0,1,2,13593.91,60,2,6,63,0,0,2440,15000
2010,1,1392244,14573.65,55,0,1,3,12614.17,29,1,8,81,0,0,5240,25000
2010,1,1392489,5388.58,55,0,1,1,5511.05,56,1,6,63,0,0,0,9700
2010,1,1392611,15553.4,55,1050,1,1,15553.4,65,1,5,50,0,0,9130,51500
2010,1,1392611,15553.4,55,1050,1,2,18002.75,66,2,7,71,0,0,4920,94200
2010,1,1392734,14328.72,55,0,1,1,14328.72,21,1,6,63,0,0,2850,8000
2010,1,1392856,34903.29,55,0,1,1,34903.29,52,2,5,50,0,0,4230,33600
2010,1,1392856,34903.29,55,0,1,2,29024.84,33,1,6,63,0,0,6420,400
2010,1,1392856,34903.29,55,0,1,3,29269.78,30,1,5,50,0,0,9620,5000
2010,1,1392856,34903.29,55,0,1,4,39312.13,46,1,4,40,0,0,7810,20000
2010,1,1392979,4776.24,55,0,1,1,4776.24,64,2,6,65,0,0,5940,10560
2010,1,1392979,4776.24,55,0,1,2,4041.43,70,1,11,114,23,2300,9120,50630
2010,1,1393101,4041.43,55,0,1,1,4041.43,22,2,7,71,0,0,4010,14000
2010,1,1393101,4041.43,55,0,1,2,2694.29,1,1,0,1,0,0,0,NA
2010,1,1393101,4041.43,55,0,1,3,4653.77,15,2,3,30,0,0,0,0
2010,1,1393346,13961.32,55,1010,1,1,13961.32,74,2,6,61,0,0,0,11300
2010,1,1393469,13226.51,55,0,1,1,13104.04,59,2,7,71,0,0,0,31500
2010,1,1393469,13226.51,55,0,1,2,9307.54,52,1,7,71,0,0,6440,31500
2010,1,1393591,15675.86,55,0,1,1,15675.86,48,2,7,71,0,0,4110,42000
2010,1,1393591,15675.86,55,0,1,2,6858.19,17,2,5,50,0,0,2540,1200
2010,1,1393714,4163.9,55,0,1,1,4163.9,38,1,6,63,0,0,7200,32000
2010,1,1393714,4163.9,55,0,1,2,5755.98,64,2,6,63,0,0,8965,20700
2010,1,1393836,4163.9,55,0,1,1,4286.37,33,2,7,71,0,0,5140,61500
2010,1,1393836,4163.9,55,0,1,2,4041.43,9,2,1,16,0,0,0,NA
2010,1,1393959,16043.27,55,0,1,1,15920.8,81,2,6,63,0,0,0,36380
2010,1,1394081,4286.37,55,0,1,1,4408.84,50,2,11,114,23,2304,2310,58000
2010,1,1394081,4286.37,55,0,1,2,3674.03,54,1,6,63,0,0,5940,122000
2010,1,1394081,4286.37,55,0,1,3,5633.51,17,2,5,50,0,0,4060,1700
2010,1,1394081,4286.37,55,0,1,4,7960.4,20,1,7,71,0,0,4760,3500
2010,1,1394204,4163.9,55,0,1,1,4286.37,67,1,10,101,61,6107,0,22000
2010,1,1394326,4898.71,55,0,1,1,4898.71,58,1,10,101,23,2309,5620,800
2010,1,1394326,4898.71,55,0,1,2,4653.77,59,2,10,101,62,6201,800,90500
2010,1,1394326,4898.71,55,0,1,3,4286.37,13,1,2,25,0,0,0,NA
2010,1,1394448,10287.29,55,0,1,1,10287.29,24,1,0,2,0,0,4430,7000
2010,1,1394448,10287.29,55,0,1,2,12981.57,22,1,6,63,0,0,9620,22000
2010,1,1394571,3674.03,55,0,1,1,3674.03,46,1,6,63,0,0,7700,43000
2010,1,1394571,3674.03,55,0,1,2,3306.63,46,2,6,63,0,0,5240,0
2010,1,1394571,3674.03,55,0,1,3,3918.97,9,1,1,16,0,0,0,NA
2010,1,1394571,3674.03,55,0,1,4,4653.77,7,2,1,14,0,0,0,NA
2010,1,1394571,3674.03,55,0,1,5,3061.69,67,2,6,63,0,0,8965,18800
2010,1,1394816,3429.1,55,0,1,1,3429.1,47,2,6,63,0,0,5540,51000
2010,1,1394816,3429.1,55,0,1,2,5021.17,50,1,8,81,0,0,420,20900
2010,1,1394938,4776.24,55,250,1,1,4776.24,74,2,6,64,0,0,5120,31000

